ride_date,day_of_week,month,avg_duration_min,num_rides,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in
2015-03-27,Friday,3,11.58,14107,44.9,57.0,37.9,7.7,0.52
2015-05-10,Sunday,5,20.35,26573,66.3,82.0,53.1,6.0,0.01
2015-02-14,Saturday,2,10.43,4614,22.9,32.0,9.0,7.1,0.0
2015-05-08,Friday,5,16.28,34304,64.2,79.0,52.0,6.3,0.0
2015-11-22,Sunday,11,16.72,23343,52.1,55.9,43.0,7.9,0.0
2015-05-13,Wednesday,5,15.45,33402,65.1,87.1,57.9,15.3,0.0
2015-08-07,Friday,8,15.61,40999,75.8,82.0,69.1,8.3,0.0
2015-01-23,Friday,1,10.66,15737,32.4,39.0,28.0,9.9,0.0
2015-10-26,Monday,10,15.21,42165,53.0,68.0,48.0,8.4,0.02
2015-08-01,Saturday,8,19.97,35179,83.7,91.0,73.9,7.8,0.0
2015-02-26,Thursday,2,11.26,9901,26.9,37.9,21.0,9.3,0.0
2015-10-13,Tuesday,10,16.98,49047,66.1,75.9,55.9,6.8,0.0
2015-01-15,Thursday,1,10.56,14075,29.5,34.0,17.1,7.6,0.0
2015-09-27,Sunday,9,20.84,38285,62.2,70.0,55.9,9.1,0.0
2015-03-15,Sunday,3,12.1,8838,44.1,51.1,37.0,14.0,0.81
2015-06-26,Friday,6,15.52,38614,74.8,84.9,69.1,7.7,0.0
2015-06-24,Wednesday,6,15.16,41070,77.1,91.9,69.1,10.1,0.07
2015-10-08,Thursday,10,18.03,50179,64.2,73.0,59.0,5.9,0.0
2015-12-08,Tuesday,12,13.69,35614,45.3,55.0,41.0,6.5,0.0
2015-12-10,Thursday,12,14.73,39099,55.0,61.0,39.0,6.0,0.0
2015-04-05,Sunday,4,18.11,13799,50.1,62.1,43.0,11.2,0.0
2015-08-13,Thursday,8,17.92,42170,75.7,84.9,69.1,7.6,0.0
2015-07-14,Tuesday,7,14.04,35802,76.1,84.9,71.1,6.8,0.0
2015-12-06,Sunday,12,19.68,24943,47.1,53.1,39.9,3.6,0.0
2015-10-21,Wednesday,10,16.54,49121,65.5,75.9,48.9,5.9,0.0
2015-02-03,Tuesday,2,12.79,4754,19.3,33.1,14.0,13.4,0.26
2015-04-13,Monday,4,15.16,24925,55.6,64.9,44.1,8.0,0.0
2015-05-01,Friday,5,14.36,27924,52.6,64.0,46.9,7.6,0.0
2015-07-24,Friday,7,15.1,40330,78.2,84.9,71.1,5.4,0.0
2015-04-02,Thursday,4,20.77,24227,49.9,63.0,34.0,8.4,0.0
2015-06-09,Tuesday,6,13.75,35412,73.3,84.9,62.1,10.1,0.05
2015-07-27,Monday,7,15.52,38747,79.9,89.1,75.0,8.6,0.05
2015-03-13,Friday,3,12.06,16145,37.1,46.9,30.9,8.4,0.0
2015-02-25,Wednesday,2,10.86,10751,27.7,37.9,6.1,8.7,0.0
2015-11-24,Tuesday,11,13.3,32218,39.2,46.9,33.1,7.2,0.0
2015-05-22,Friday,5,15.43,31891,61.8,75.0,53.1,9.9,0.0
2015-03-24,Tuesday,3,11.33,16166,33.6,44.1,24.1,7.4,0.0
2015-10-22,Thursday,10,17.31,49604,65.0,75.9,57.0,7.2,0.0
2015-10-12,Monday,10,18.56,45584,64.5,75.9,53.1,6.4,0.0
2015-10-27,Tuesday,10,14.86,44553,52.2,59.0,46.0,6.0,0.0
2015-11-15,Sunday,11,18.14,25990,47.4,59.0,42.1,8.5,0.0
2015-08-27,Thursday,8,14.39,43173,74.2,82.9,68.0,9.0,0.0
2015-08-12,Wednesday,8,18.28,42994,77.3,84.9,71.1,9.4,0.51
2015-07-13,Monday,7,15.63,38485,80.4,89.1,73.0,6.9,0.0
2015-02-16,Monday,2,9.93,3998,10.2,26.1,3.9,15.4,0.0
2015-03-07,Saturday,3,14.79,5590,26.8,37.9,15.1,9.3,0.0
2015-02-06,Friday,2,10.62,8575,18.1,39.9,12.0,13.3,0.0
2015-02-18,Wednesday,2,10.8,9170,24.2,30.9,14.0,5.0,0.02
2015-07-31,Friday,7,14.98,38571,81.1,91.0,73.9,6.8,1.62
2015-04-10,Friday,4,12.31,16317,43.0,57.2,39.2,6.9,0.25
2015-03-05,Thursday,3,15.43,1637,32.9,44.1,21.2,8.6,0.46
2015-10-03,Saturday,10,20.16,16564,51.6,55.0,48.2,21.6,1.45
2015-09-26,Saturday,9,21.35,42560,65.9,70.0,60.8,9.5,0.0
2015-02-09,Monday,2,10.57,5160,28.9,35.6,25.9,15.3,0.03
2015-06-18,Thursday,6,13.13,35464,66.8,69.8,64.4,7.5,0.0
2015-04-11,Saturday,4,16.44,18643,55.3,57.2,51.1,14.7,0.24
2015-11-29,Sunday,11,15.97,18452,43.0,46.9,37.9,8.7,0.03
2015-09-09,Wednesday,9,13.64,44005,81.1,88.0,75.2,10.4,0.0
2015-12-27,Sunday,12,21.12,13177,52.4,62.6,46.0,6.8,0.14
2015-04-08,Wednesday,4,13.85,17872,43.0,57.0,39.9,12.3,0.16
2015-09-12,Saturday,9,19.28,33661,74.6,81.0,66.0,7.2,0.0
2015-08-19,Wednesday,8,15.05,40726,80.2,89.1,75.9,9.6,0.0
2015-06-02,Tuesday,6,11.23,11984,52.0,57.9,50.0,10.2,0.47
2015-08-21,Friday,8,14.39,38038,78.7,87.1,71.1,9.1,0.32
2015-03-20,Friday,3,11.09,8052,34.4,42.1,28.9,8.4,0.0
2015-04-21,Tuesday,4,16.3,24868,57.4,66.9,45.0,9.0,0.95
2015-07-07,Tuesday,7,14.44,36837,79.5,88.0,71.1,9.2,0.0
2015-12-18,Friday,12,14.7,30704,51.1,59.0,43.0,9.6,0.88
2015-11-11,Wednesday,11,14.94,37705,53.2,59.0,50.0,12.7,0.5
2015-06-27,Saturday,6,15.9,15485,69.0,80.1,62.1,8.5,0.0
2015-06-30,Tuesday,6,14.46,38087,75.3,82.0,64.0,9.5,0.0
2015-05-24,Sunday,5,21.74,25151,65.7,81.0,50.0,8.7,0.0
2015-11-04,Wednesday,11,16.94,49487,61.5,73.0,51.1,3.6,0.0
2015-03-09,Monday,3,12.64,14878,44.9,54.0,35.1,6.5,0.02
2015-09-16,Wednesday,9,16.26,51179,76.8,87.1,64.9,2.7,0.0
2015-07-15,Wednesday,7,14.37,34979,75.9,81.0,71.1,6.5,0.95
2015-04-04,Saturday,4,15.03,14355,52.0,63.0,46.9,14.3,0.04
2015-09-10,Thursday,9,12.54,22253,75.3,89.1,72.0,8.5,0.66
2015-07-18,Saturday,7,18.42,28870,76.3,86.0,68.0,9.5,0.0
2015-05-19,Tuesday,5,14.04,33895,61.6,82.0,55.0,6.2,0.01
2015-08-23,Sunday,8,18.22,33071,75.8,84.0,70.0,5.9,0.0
2015-06-22,Monday,6,15.12,37677,79.6,90.0,69.1,10.1,0.29
2015-03-17,Tuesday,3,11.78,14857,47.9,54.0,36.0,10.6,0.0
2015-05-30,Saturday,5,18.94,31147,73.1,82.9,64.0,9.8,0.0
2015-11-19,Thursday,11,14.64,21890,59.7,64.0,45.0,11.7,0.0
2015-01-13,Tuesday,1,10.31,12797,30.2,39.0,19.0,12.1,0.39
2015-02-07,Saturday,2,11.44,6790,29.0,36.0,12.0,7.1,0.0
2015-01-22,Thursday,1,10.68,15864,34.0,39.0,25.0,5.3,0.0
2015-05-05,Tuesday,5,16.95,33012,72.7,82.0,54.0,7.5,0.0
2015-01-31,Saturday,1,10.45,5188,20.4,37.0,12.9,21.5,0.01
2015-01-16,Friday,1,10.42,13843,34.0,42.1,25.0,13.0,0.0
2015-10-15,Thursday,10,17.14,48783,58.5,68.0,52.0,9.1,0.0
2015-07-19,Sunday,7,19.22,28531,84.3,93.9,72.0,5.9,0.18
2015-10-04,Sunday,10,20.88,30214,57.1,63.0,48.9,18.2,0.02
2015-04-15,Wednesday,4,16.24,27594,59.1,70.0,51.1,7.4,0.0
2015-09-18,Friday,9,17.84,50285,76.9,87.1,70.0,5.0,0.0
2015-04-18,Saturday,4,22.17,28174,66.0,79.0,54.0,5.7,0.0
2015-06-04,Thursday,6,13.39,32772,58.1,69.1,53.1,9.4,0.0
2015-06-25,Thursday,6,14.26,39673,76.8,84.9,69.1,6.0,0.0
2015-10-11,Sunday,10,25.43,38967,59.7,70.0,52.0,6.2,0.0
2015-03-23,Monday,3,10.82,13538,30.5,44.1,24.1,12.3,0.0
2015-04-30,Thursday,4,15.55,29252,52.4,75.9,46.9,13.1,0.0
2015-12-28,Monday,12,14.82,18889,44.8,62.1,39.0,11.7,0.02
2015-08-08,Saturday,8,21.16,38723,74.7,82.0,69.1,6.0,0.0
2015-02-12,Thursday,2,10.8,11269,32.3,39.9,21.9,6.9,0.0
2015-10-28,Wednesday,10,14.43,20736,56.9,70.0,46.0,12.7,0.0
2015-05-17,Sunday,5,19.89,30969,70.4,82.9,57.0,3.2,0.28
2015-04-25,Saturday,4,18.38,21082,46.1,60.1,39.0,11.8,0.0
2015-01-08,Thursday,1,9.93,8779,13.2,25.0,8.1,14.6,0.0
2015-09-08,Tuesday,9,15.74,42766,83.3,95.0,71.1,7.8,0.0
2015-02-19,Thursday,2,9.93,7799,22.0,30.9,15.1,14.9,0.0
2015-08-10,Monday,8,20.88,39870,74.5,84.0,70.0,8.5,0.0
2015-10-07,Wednesday,10,16.42,50141,64.6,73.0,55.0,5.5,0.0
2015-10-16,Friday,10,17.56,46484,59.0,64.0,52.0,10.0,0.0
2015-08-29,Saturday,8,21.11,34381,76.8,84.9,66.0,5.3,0.0
2015-12-19,Saturday,12,14.95,17778,39.2,57.0,36.0,15.5,0.01
2015-08-03,Monday,8,14.87,38888,82.5,91.9,73.0,9.1,0.0
2015-02-01,Sunday,2,10.64,6441,27.5,36.0,12.9,8.8,0.0
2015-11-08,Sunday,11,19.79,32317,53.5,72.0,48.0,9.9,0.0
2015-11-21,Saturday,11,16.87,28038,47.2,64.0,43.0,8.7,0.0
2015-11-28,Saturday,11,18.0,15830,57.2,64.9,46.9,6.8,0.0
2015-07-09,Thursday,7,15.27,31978,73.8,89.1,68.0,6.4,0.09
2015-02-27,Friday,2,11.0,9864,23.7,32.0,19.0,7.3,0.0
2015-07-11,Saturday,7,18.82,31719,78.6,86.0,72.0,3.8,0.0
2015-11-23,Monday,11,13.28,30136,41.8,55.9,36.0,13.2,0.0
2015-05-18,Monday,5,16.21,31559,63.6,75.9,55.4,7.5,0.02
2015-10-02,Friday,10,18.7,9444,53.9,57.9,50.0,16.3,0.13
2015-12-15,Tuesday,12,13.75,38661,60.7,64.4,55.0,12.4,0.39
2015-08-04,Tuesday,8,14.25,40783,83.1,91.0,69.8,9.7,0.3
2015-10-05,Monday,10,18.54,44581,57.2,64.9,51.8,11.5,0.0
2015-11-20,Friday,11,16.31,38205,58.9,64.4,53.1,12.5,1.16
2016-06-17,Friday,6,16.92,54236,71.2,77.0,66.0,6.4,0.0
2016-08-19,Friday,8,16.08,51669,81.6,89.1,75.0,6.6,0.0
2016-01-17,Sunday,1,16.35,12024,38.9,46.9,30.2,9.5,0.02
2016-02-16,Tuesday,2,12.41,14542,46.1,57.2,30.9,13.4,0.49
2016-05-07,Saturday,5,20.77,31078,52.3,57.2,48.2,8.7,0.18
2016-01-16,Saturday,1,16.92,19178,46.3,52.0,34.0,9.6,0.24
2016-08-10,Wednesday,8,14.84,50114,81.5,89.1,75.0,9.3,0.01
2016-04-04,Monday,4,11.24,12302,39.7,50.0,35.1,9.4,0.11
2016-09-04,Sunday,9,21.0,46023,72.1,81.0,66.0,9.5,0.0
2016-07-28,Thursday,7,14.93,50151,84.7,93.9,77.0,6.1,0.0
2016-06-13,Monday,6,15.07,49069,66.0,86.0,59.0,16.9,0.0
2016-09-17,Saturday,9,19.25,59200,69.2,78.1,64.0,6.3,0.0
2016-06-27,Monday,6,14.96,47023,75.7,86.0,69.1,9.9,0.0
2016-07-03,Sunday,7,23.13,35348,75.4,82.0,68.0,7.3,0.0
2016-02-12,Friday,2,15.26,16449,21.7,32.0,17.1,12.3,0.05
2016-06-15,Wednesday,6,15.64,55049,75.3,87.1,60.1,6.2,0.0
2016-05-27,Friday,5,17.44,46937,76.6,91.9,55.0,7.2,0.0
2016-07-11,Monday,7,15.01,52870,74.5,82.0,68.5,8.7,0.0
2016-08-14,Sunday,8,17.4,32961,90.7,97.0,82.0,8.6,0.0
2016-08-03,Wednesday,8,15.26,57003,74.2,81.0,68.0,7.5,0.0
2016-02-19,Friday,2,13.21,21959,30.2,37.4,25.0,7.6,0.0
2016-04-12,Tuesday,4,13.98,23765,53.2,61.0,44.1,10.9,0.04
2016-01-18,Monday,1,12.47,12718,29.0,44.1,24.1,15.0,0.05
2016-07-13,Wednesday,7,16.68,55486,78.1,86.0,71.1,8.8,0.0
2016-03-20,Sunday,3,19.04,16678,38.9,46.9,33.1,12.7,0.0
2016-04-03,Sunday,4,18.48,15322,42.3,61.0,35.1,19.7,0.24
2016-09-07,Wednesday,9,15.66,60500,77.2,86.0,71.6,11.2,0.01
2016-07-15,Friday,7,15.1,48572,86.6,91.9,75.0,6.4,0.5
2016-08-07,Sunday,8,19.05,43631,81.5,91.0,73.9,9.2,0.0
2016-05-12,Thursday,5,16.94,52273,66.2,78.1,53.1,5.7,0.0
2016-02-21,Sunday,2,19.64,20052,53.1,62.1,39.9,8.4,0.0
2016-01-11,Monday,1,11.94,22937,37.8,59.0,30.9,16.0,0.79
2016-01-04,Monday,1,12.86,19593,33.7,46.9,21.0,13.9,0.0
2016-06-06,Monday,6,16.09,52149,75.1,87.1,66.9,9.1,0.67
2016-02-14,Sunday,2,15.78,4653,8.3,24.1,1.0,15.8,0.0
2016-09-13,Tuesday,9,15.12,64839,73.2,82.0,64.0,7.7,0.0
2016-09-24,Saturday,9,17.91,53259,68.5,89.1,59.0,9.5,0.44
2016-09-05,Monday,9,19.36,45436,73.8,84.0,66.0,10.8,0.0
2016-08-29,Monday,8,15.81,53288,82.1,91.0,73.9,8.6,0.0
2016-09-14,Wednesday,9,14.4,59203,78.0,91.9,68.0,8.5,0.0
2016-03-13,Sunday,3,22.45,27550,56.7,64.0,41.0,5.6,0.0
2016-04-13,Wednesday,4,15.09,37539,48.4,57.9,42.1,8.8,0.19
2016-09-02,Friday,9,16.31,53007,75.0,82.9,68.0,9.2,0.31
2016-03-31,Thursday,3,18.08,38348,57.2,70.0,39.0,11.1,0.0
2016-02-26,Friday,2,12.97,22573,36.6,41.0,33.1,17.7,0.02
2016-07-30,Saturday,7,17.54,27780,78.4,84.9,71.1,7.2,0.13
2016-08-28,Sunday,8,19.59,44639,80.7,89.1,73.9,6.3,0.0
2016-05-24,Tuesday,5,14.57,34796,65.6,77.0,55.9,5.3,0.26
2016-01-19,Tuesday,1,11.17,17281,22.8,33.1,18.0,19.0,0.0
2016-04-02,Saturday,4,18.66,21839,56.3,79.0,48.9,6.9,0.01
2016-02-29,Monday,2,13.31,27954,51.2,61.0,39.0,9.4,0.0
2016-05-15,Sunday,5,20.69,28661,56.0,73.0,48.0,15.4,0.0
2016-04-20,Wednesday,4,17.06,44547,58.8,69.1,51.1,10.7,0.0
2016-07-16,Saturday,7,18.13,38406,84.1,91.9,77.0,8.0,0.0
2016-02-17,Wednesday,2,12.86,23572,39.9,57.0,35.1,12.6,0.8
2014-02-13,Thursday,2,81.11,876,28.7,36.0,14.0,15.8,0.18
2014-12-17,Wednesday,12,11.69,20346,46.5,53.1,36.0,8.6,0.19
2014-11-17,Monday,11,12.37,8116,43.6,53.1,35.1,5.8,0.51
2014-05-01,Thursday,5,14.31,26762,59.3,77.0,42.1,7.9,4.88
2014-03-20,Thursday,3,11.97,19695,45.3,53.1,30.9,11.4,0.99
2014-06-05,Thursday,6,13.55,24619,67.0,81.0,62.1,7.9,0.4
2014-07-14,Monday,7,12.62,25825,77.2,84.9,71.1,6.3,0.41
2014-10-24,Friday,10,13.54,29837,54.7,62.1,51.1,11.2,0.23
2014-09-16,Tuesday,9,13.02,25633,63.9,73.0,55.0,5.6,0.01
2014-04-07,Monday,4,11.32,14677,46.1,59.0,37.0,6.9,0.0
2014-03-31,Monday,3,11.83,17085,42.1,53.1,35.6,15.2,0.29
2014-10-30,Thursday,10,13.21,31133,54.0,72.0,50.0,8.4,0.0
2014-07-19,Saturday,7,16.62,29291,73.1,82.0,68.0,6.0,0.0
2014-05-31,Saturday,5,16.66,27734,64.0,75.9,55.9,10.6,0.03
2014-08-09,Saturday,8,18.44,31636,77.5,87.1,66.0,4.0,0.0
2014-01-20,Monday,1,13.1,13407,39.6,46.0,25.0,11.1,0.0
2014-05-23,Friday,5,12.9,24484,60.3,68.0,57.0,6.0,0.01
2014-08-13,Wednesday,8,13.22,27977,73.4,86.0,68.0,13.5,0.77
2014-01-17,Friday,1,12.21,20301,38.3,46.0,33.1,5.5,0.0
2014-09-09,Tuesday,9,13.62,34518,68.1,77.0,64.0,12.5,0.0
2014-11-16,Sunday,11,13.05,13272,39.4,44.1,34.0,5.4,0.0
2014-02-27,Thursday,2,10.51,12036,24.7,33.1,19.0,9.6,0.01
2014-06-08,Sunday,6,18.07,30162,76.4,84.9,63.0,5.5,0.0
2014-08-28,Thursday,8,13.82,33927,76.5,89.1,70.0,8.9,0.0
2014-09-26,Friday,9,14.92,35116,66.4,77.0,57.9,7.0,0.15
2014-02-01,Saturday,2,13.67,12771,38.2,44.1,26.1,3.2,0.0
2014-10-29,Wednesday,10,12.75,29999,64.2,72.0,53.1,7.1,0.0
2014-03-10,Monday,3,11.22,17231,41.9,51.1,35.1,8.7,0.0
2014-09-14,Sunday,9,17.44,28688,62.1,71.1,55.0,7.4,0.19
2014-12-03,Wednesday,12,14.23,13472,43.5,46.9,35.1,8.3,0.12
2014-03-30,Sunday,3,12.75,7907,44.1,55.0,41.0,12.4,1.97
2014-12-23,Tuesday,12,11.7,9422,44.1,46.4,42.8,9.9,0.17
2014-10-02,Thursday,10,14.13,34492,63.3,68.0,60.1,9.1,0.0
2014-08-31,Sunday,8,17.05,18053,77.4,91.9,66.9,9.4,0.0
2014-03-03,Monday,3,11.46,7708,25.9,39.0,19.9,10.6,0.01
2014-04-13,Sunday,4,18.38,26871,59.8,73.9,48.9,8.2,0.0
2014-12-22,Monday,12,12.2,13560,37.9,43.0,32.0,7.1,0.0
2014-04-27,Sunday,4,15.82,21926,51.3,64.0,45.0,10.8,0.06
2014-10-28,Tuesday,10,12.99,32956,60.4,72.0,51.1,6.1,0.0
2014-08-05,Tuesday,8,13.75,34392,79.7,89.1,71.1,4.4,0.0
2014-04-12,Saturday,4,17.64,27108,58.8,73.9,48.9,6.6,0.0
2014-11-09,Sunday,11,15.17,18207,49.9,57.0,37.9,6.2,0.0
2014-08-25,Monday,8,13.79,32892,75.4,86.0,64.9,4.4,0.0
2014-06-16,Monday,6,14.27,34932,72.0,81.0,61.0,5.3,0.0
2014-07-30,Wednesday,7,13.56,37377,72.5,82.9,64.9,6.5,0.0
2014-10-10,Friday,10,14.82,30887,60.3,69.1,54.0,6.5,0.0
2014-08-16,Saturday,8,18.71,32017,71.7,79.0,63.0,7.1,0.0
2014-11-30,Sunday,11,14.76,12384,46.5,53.1,28.9,7.7,0.0
2014-07-23,Wednesday,7,13.11,34173,80.2,89.1,72.0,9.9,0.0
2014-08-15,Friday,8,13.88,32480,69.6,79.0,63.0,9.2,0.0
2014-04-18,Friday,4,12.43,20770,39.9,46.9,35.1,7.1,0.0
2014-08-11,Monday,8,13.77,33664,79.7,87.1,71.1,5.9,0.0
2014-03-25,Tuesday,3,10.42,16037,31.6,37.9,21.9,7.5,0.0
2014-10-20,Monday,10,17.18,27914,49.8,61.0,44.1,8.4,0.0
2014-10-09,Thursday,10,13.68,32203,64.2,73.0,57.9,12.6,0.03
2014-08-14,Thursday,8,14.36,35154,72.0,86.0,64.0,11.6,0.15
2014-03-02,Sunday,3,11.22,8195,36.6,39.0,21.0,6.0,0.0
2014-10-26,Sunday,10,15.55,20768,59.6,68.0,52.0,13.3,0.0
2014-12-01,Monday,12,12.89,18519,55.4,64.0,44.1,7.6,0.0
2014-06-22,Sunday,6,16.58,29417,70.1,77.0,64.0,6.4,0.0
2014-08-17,Sunday,8,16.75,27417,74.7,82.9,66.0,7.7,0.0
2014-02-02,Sunday,2,13.74,13816,40.3,55.0,30.0,3.3,0.0
2014-01-12,Sunday,1,12.07,12515,47.6,55.9,34.0,13.6,0.45
2014-08-30,Saturday,8,17.23,22689,71.7,79.0,64.0,6.7,0.0
2014-08-23,Saturday,8,16.31,26429,70.1,75.9,66.9,8.2,0.04
2014-05-26,Monday,5,19.53,26930,75.2,87.1,55.9,7.2,0.0
2014-08-29,Friday,8,14.23,31264,70.3,80.1,64.0,8.0,0.0
2014-01-24,Friday,1,13.03,6176,15.7,21.0,8.1,12.8,0.0
2014-09-23,Tuesday,9,14.32,36347,60.9,73.0,54.0,7.0,0.0
2014-05-06,Tuesday,5,14.3,32233,59.2,68.0,50.0,8.6,0.0
2014-08-10,Sunday,8,17.21,26749,78.9,87.1,70.0,4.8,0.0
2014-03-18,Tuesday,3,11.35,16679,32.1,41.0,23.0,9.4,0.0
2014-08-19,Tuesday,8,13.93,35367,72.5,81.0,64.0,6.9,0.0
2014-12-02,Tuesday,12,11.43,15367,39.7,46.0,35.1,12.3,0.05
2014-09-07,Sunday,9,17.49,29721,73.1,91.0,66.0,8.2,0.21
2014-05-03,Saturday,5,18.09,25501,61.7,69.1,54.0,7.2,0.0
2014-06-27,Friday,6,14.69,35823,74.5,86.0,68.0,7.5,0.0
2016-05-03,Tuesday,5,16.13,22858,54.5,62.1,45.0,7.3,0.73
2016-05-04,Wednesday,5,13.67,31619,51.3,55.0,48.9,9.0,0.07
2016-07-31,Sunday,7,16.09,27651,77.7,84.0,75.0,8.1,0.18
2016-05-01,Sunday,5,14.55,10697,50.1,63.0,46.9,7.3,0.0
2016-01-10,Sunday,1,15.18,14275,50.9,59.0,41.0,12.7,0.63
2016-07-10,Sunday,7,20.97,41991,73.0,81.0,66.9,7.0,0.41
2016-03-15,Tuesday,3,15.49,31596,48.0,57.0,41.0,12.8,0.17
2016-02-23,Tuesday,2,12.88,16133,38.8,53.1,36.0,13.0,0.0
2016-04-19,Tuesday,4,15.25,46075,65.5,80.1,48.9,8.6,0.0
2016-05-10,Tuesday,5,15.38,44849,59.1,73.9,51.1,7.6,0.0
2016-02-01,Monday,2,13.25,24334,50.5,59.0,37.0,6.5,0.0
2016-03-30,Wednesday,3,16.18,33684,45.4,53.1,39.0,10.7,0.0
2016-09-16,Friday,9,15.4,65275,68.5,75.0,63.0,6.4,0.0
2016-09-03,Saturday,9,19.12,41630,73.5,82.9,68.0,10.8,0.0
2016-08-21,Sunday,8,20.34,35051,80.7,89.1,75.0,9.7,0.12
2016-09-01,Thursday,9,13.34,38187,76.9,90.0,73.0,5.6,0.03
2016-04-08,Friday,4,16.41,30817,48.9,60.1,44.1,13.7,0.15
2016-05-19,Thursday,5,16.15,49182,60.9,71.1,55.0,5.3,0.0
2016-06-19,Sunday,6,21.22,45270,75.1,86.0,63.0,7.5,0.0
2016-07-18,Monday,7,15.44,43687,86.3,97.0,77.0,8.5,0.0
2016-07-07,Thursday,7,14.11,48742,85.1,96.1,77.0,7.3,0.0
2016-04-22,Friday,4,19.97,48815,70.0,78.1,50.0,7.1,0.0
2016-02-22,Monday,2,14.05,28233,46.0,57.0,39.0,6.1,0.05
2016-06-11,Saturday,6,18.5,41030,74.6,90.0,59.0,7.0,0.0
2016-09-21,Wednesday,9,14.89,65463,77.6,84.9,71.1,4.0,0.0
2016-02-24,Wednesday,2,11.92,9761,39.8,55.4,35.6,14.0,0.3
2016-04-26,Tuesday,4,16.31,34643,54.4,68.0,50.0,9.4,0.19
2016-04-05,Tuesday,4,15.08,26238,33.3,45.0,27.0,13.3,0.5
2016-09-23,Friday,9,15.44,65517,77.2,89.1,69.1,4.3,0.0
2016-08-15,Monday,8,14.42,49063,84.6,98.1,78.1,5.6,0.01
2016-06-24,Friday,6,15.93,54186,74.7,84.9,68.0,8.7,0.0
2016-07-27,Wednesday,7,15.9,54163,84.5,93.9,75.0,6.6,0.0
2016-08-23,Tuesday,8,16.09,58674,74.3,84.0,66.9,6.4,0.0
2016-03-02,Wednesday,3,13.53,26195,46.5,55.9,36.0,15.1,0.17
2016-02-08,Monday,2,12.81,19026,36.7,39.9,30.2,13.5,0.0
2016-04-09,Saturday,4,20.66,12702,41.1,46.9,37.4,8.1,0.0
2016-09-09,Friday,9,14.74,56813,86.5,93.0,73.0,7.5,0.0
2016-07-22,Friday,7,15.72,49191,85.1,98.1,75.0,11.3,0.0
2016-01-21,Thursday,1,13.7,23672,32.6,37.9,28.0,10.8,0.0
2016-02-28,Sunday,2,20.96,25437,46.3,61.0,28.0,10.1,0.0
2016-03-01,Tuesday,3,15.12,30509,46.6,61.0,39.9,11.4,0.07
2016-07-06,Wednesday,7,14.84,51353,85.8,96.1,69.1,5.3,0.57
2016-09-12,Monday,9,16.01,61103,71.3,84.0,64.0,8.2,0.0
2016-02-18,Thursday,2,14.31,22261,33.9,41.0,28.9,12.8,0.0
2016-07-20,Wednesday,7,15.27,57225,77.9,88.0,71.1,7.2,0.0
2016-08-20,Saturday,8,21.15,45817,79.0,89.1,75.0,6.3,0.02
2016-05-08,Sunday,5,21.02,31197,55.4,64.9,48.9,9.8,0.07
2016-01-09,Saturday,1,14.84,20846,43.7,48.0,34.0,10.8,0.0
2016-01-15,Friday,1,14.49,28435,40.2,52.0,24.1,4.8,0.0
2016-08-11,Thursday,8,14.22,47430,86.8,97.0,75.9,7.2,0.05
2016-06-12,Sunday,6,19.73,40637,80.2,90.0,64.0,14.0,0.1
2016-07-26,Tuesday,7,15.44,52912,81.7,93.9,75.0,8.3,0.77
2016-03-12,Saturday,3,22.66,32771,49.6,66.0,41.0,7.2,0.0
2017-08-18,Friday,8,17.12,36620,77.3,82.9,70.0,7.7,0.01
2017-04-26,Wednesday,4,12.71,37727,55.2,62.1,50.0,11.9,0.73
2017-06-18,Sunday,6,22.72,49472,75.3,84.0,64.0,8.8,1.26
2017-05-06,Saturday,5,17.84,46618,62.4,66.9,53.1,13.8,2.31
2017-09-06,Wednesday,9,13.88,42295,69.9,84.9,62.1,7.0,0.0
2017-09-26,Tuesday,9,14.12,71518,73.7,86.0,68.0,5.6,0.0
2017-05-23,Tuesday,5,15.91,60032,63.4,70.0,57.0,4.9,0.53
2017-07-03,Monday,7,21.41,48193,83.3,91.0,73.0,7.2,0.0
2017-11-28,Tuesday,11,13.06,51170,44.0,53.1,37.0,8.1,0.0
2017-04-23,Sunday,4,20.7,49107,54.7,64.9,48.0,7.0,0.07
2017-07-04,Tuesday,7,25.36,49924,77.8,90.0,70.0,4.2,0.12
2017-10-21,Saturday,10,18.13,65874,67.7,79.0,59.0,4.6,0.0
2017-09-09,Saturday,9,18.97,60155,63.7,73.0,57.9,9.1,0.0
2017-05-10,Wednesday,5,15.49,58454,56.8,64.9,48.9,6.2,0.0
2017-11-18,Saturday,11,14.61,27745,44.0,52.0,36.0,7.2,0.0
2017-05-27,Saturday,5,20.08,46534,67.4,75.9,57.0,8.0,0.12
2017-04-07,Friday,4,12.25,35779,50.1,54.0,43.0,13.2,0.83
2017-12-11,Monday,12,12.99,41838,38.0,43.0,32.0,9.4,0.0
2017-10-20,Friday,10,17.64,72173,66.9,73.9,57.9,9.7,0.0
2017-06-05,Monday,6,15.64,55883,61.8,71.1,59.0,7.9,0.06
2017-12-01,Friday,12,12.98,50708,50.4,54.0,39.9,9.3,0.02
2017-10-08,Sunday,10,27.23,41044,74.0,82.0,66.0,9.3,0.0
2017-10-13,Friday,10,17.57,67020,59.1,68.0,53.1,11.2,0.03
2017-11-11,Saturday,11,13.74,28142,31.0,37.9,26.1,11.3,0.0
