ride_date,day_of_week,month,avg_duration_min,num_rides,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in
2017-05-07,Sunday,5,15.37,34293,56.1,66.9,53.1,12.2,0.01
2017-04-28,Friday,4,16.74,62199,66.6,84.9,55.0,5.9,0.01
2017-08-08,Tuesday,8,18.12,65233,70.3,80.1,64.9,7.1,0.43
2017-10-07,Saturday,10,26.91,63635,72.4,82.0,66.0,6.4,0.0
2017-04-21,Friday,4,13.17,39868,52.3,66.0,48.9,11.2,0.3
2017-09-02,Saturday,9,21.4,37812,63.2,72.0,55.9,7.9,0.0
2017-09-04,Monday,9,22.74,55285,71.3,82.0,59.0,11.2,0.4
2017-10-04,Wednesday,10,17.48,71454,64.8,75.0,57.9,6.8,0.0
2017-07-06,Thursday,7,17.69,62147,74.5,84.9,69.1,7.1,0.0
2017-10-06,Friday,10,26.95,70257,74.7,84.0,66.0,7.0,0.0
2017-10-27,Friday,10,18.72,69268,55.7,63.0,51.1,8.9,0.0
2017-10-05,Thursday,10,15.33,70174,73.0,84.0,57.9,9.5,0.0
2017-08-23,Wednesday,8,20.26,65070,78.2,84.0,73.4,11.1,0.25
2017-05-04,Thursday,5,16.84,57429,57.7,66.9,51.1,8.9,0.0
2017-06-04,Sunday,6,17.71,40138,66.0,73.9,59.0,6.3,0.0
2017-11-16,Thursday,11,13.12,49737,52.2,59.0,37.9,10.2,0.7
2017-08-31,Thursday,8,15.47,64881,74.0,82.0,61.0,9.8,0.01
2017-04-03,Monday,4,18.12,43485,56.4,63.0,43.0,7.0,0.0
2017-08-09,Wednesday,8,21.83,67884,76.5,84.9,64.9,5.2,0.0
2017-08-10,Thursday,8,16.36,66249,77.5,86.0,68.0,6.0,0.0
2017-06-10,Saturday,6,21.41,57087,78.1,88.0,55.9,7.6,0.0
2017-11-27,Monday,11,13.08,46733,45.3,53.1,42.1,12.9,0.0
2017-06-21,Wednesday,6,17.45,67218,80.3,87.1,70.0,8.7,0.01
2017-09-22,Friday,9,17.24,70127,73.8,81.0,68.0,11.5,0.0
2017-09-23,Saturday,9,21.88,62687,76.5,86.0,68.0,10.0,0.0
2017-04-11,Tuesday,4,23.41,57310,67.4,78.1,52.0,7.9,0.0
2017-06-09,Friday,6,19.49,66506,66.7,82.9,55.9,7.2,0.0
2018-02-20,Tuesday,2,17.41,44480,53.9,70.0,33.1,6.9,0.03
2018-03-02,Friday,3,13.45,6855,41.9,57.9,35.6,19.1,1.47
2018-04-26,Thursday,4,16.64,66077,59.6,70.0,50.0,9.9,0.29
2018-03-29,Thursday,3,16.09,39293,49.6,53.1,39.0,5.2,0.03
2018-05-10,Thursday,5,16.11,67455,59.4,73.9,54.0,6.5,0.0
2018-05-30,Wednesday,5,16.62,72321,69.0,87.1,63.0,7.8,0.0
2018-03-08,Thursday,3,11.29,28440,37.4,42.1,34.0,12.7,0.8
2018-02-14,Wednesday,2,13.46,39591,40.5,54.0,27.0,6.8,0.01
2018-02-08,Thursday,2,17.39,31564,32.8,46.9,26.1,12.9,0.85
2018-05-29,Tuesday,5,17.07,69090,72.8,87.1,55.9,6.0,0.0
2018-05-07,Monday,5,17.65,68917,62.1,75.0,54.0,5.6,0.0
2018-03-03,Saturday,3,16.37,28364,40.6,46.9,36.0,20.1,0.71
2018-01-01,Monday,1,20.77,5500,12.6,21.9,8.1,15.1,0.0
2018-02-09,Friday,2,11.61,31567,30.8,36.0,26.1,8.2,0.0
2018-02-17,Saturday,2,15.18,17921,36.0,59.0,30.0,11.3,0.05
2018-04-18,Wednesday,4,13.2,51110,44.7,55.0,39.0,11.6,0.0
2018-03-24,Saturday,3,20.73,34398,43.3,51.1,37.0,10.2,0.0
2018-01-26,Friday,1,11.98,33073,32.0,39.0,24.1,6.6,0.0
2018-03-04,Sunday,3,13.33,25262,41.9,46.9,37.9,16.6,0.0
2018-04-22,Sunday,4,21.24,54284,55.2,64.9,41.0,8.1,0.0
2018-03-27,Tuesday,3,12.18,41354,39.4,50.0,34.0,5.8,0.0
2018-03-31,Saturday,3,26.89,41794,47.1,60.1,39.9,10.7,0.04
2018-03-18,Sunday,3,14.38,25158,37.4,48.0,28.9,11.6,0.0
2018-04-08,Sunday,4,14.94,28410,38.9,48.9,33.1,12.2,0.0
2018-04-13,Friday,4,24.08,63510,65.4,82.0,46.0,11.1,0.0
2018-01-25,Thursday,1,11.39,31147,29.5,45.0,24.1,14.6,0.0
2018-01-28,Sunday,1,21.78,20101,50.3,57.0,35.1,6.4,0.19
2018-03-23,Friday,3,13.43,38528,42.7,51.1,33.1,11.0,0.01
2015-01-17,Saturday,1,10.95,7491,22.3,42.1,17.1,11.8,0.0
2015-07-20,Monday,7,15.0,34889,89.1,95.0,78.1,7.1,0.0
2015-04-23,Thursday,4,14.4,22074,47.4,66.9,42.1,13.5,0.1
2015-03-12,Thursday,3,12.15,17530,45.3,60.1,37.0,16.4,0.02
2015-07-16,Thursday,7,16.97,42356,72.1,81.0,64.0,8.7,0.01
2015-11-13,Friday,11,14.54,38970,56.8,60.1,51.1,16.1,0.01
2015-12-13,Sunday,12,19.66,32001,57.1,66.0,53.1,3.3,0.0
2015-10-30,Friday,10,15.94,44518,56.8,73.9,51.1,13.4,0.01
2015-09-21,Monday,9,16.6,47180,65.4,75.9,59.0,11.0,0.0
2015-10-18,Sunday,10,16.76,23978,44.4,55.0,39.0,11.4,0.0
2015-12-05,Saturday,12,21.23,26358,47.1,52.0,43.0,4.1,0.0
2015-06-12,Friday,6,14.6,35136,80.7,91.9,71.1,7.7,0.0
2015-07-03,Friday,7,18.45,26928,73.5,81.0,66.9,4.8,0.0
2015-03-29,Sunday,3,14.18,9826,33.5,46.0,27.0,10.3,0.0
2015-05-26,Tuesday,5,15.2,35786,75.2,86.0,64.9,10.3,0.0
2015-01-25,Sunday,1,12.02,9379,37.6,42.1,32.0,12.8,0.07
2015-09-04,Friday,9,15.87,39956,80.3,93.0,75.0,8.6,0.0
2015-03-03,Tuesday,3,12.7,6533,28.4,37.9,24.1,9.8,0.0
2015-02-20,Friday,2,10.05,6159,10.9,27.0,3.0,18.2,0.0
2015-01-11,Sunday,1,10.38,7467,24.8,37.0,17.1,8.5,0.0
2015-09-17,Thursday,9,17.22,50705,78.0,87.1,68.0,4.1,0.0
2015-01-29,Thursday,1,12.53,8870,26.3,34.0,17.1,6.1,0.0
2015-05-20,Wednesday,5,13.87,33823,62.0,82.0,55.0,13.2,0.0
2015-12-21,Monday,12,12.92,29800,45.6,55.0,36.0,8.0,0.0
2015-02-04,Wednesday,2,11.63,8973,30.0,39.9,14.0,5.6,0.0
2015-10-06,Tuesday,10,17.55,49719,62.4,73.0,52.0,5.0,0.0
2015-08-05,Wednesday,8,14.35,41075,80.5,91.0,70.0,6.3,0.0
2015-03-19,Thursday,3,12.82,15446,33.5,42.1,28.0,10.7,0.0
2015-04-12,Sunday,4,19.1,19954,51.3,64.9,44.1,7.6,0.0
2015-10-24,Saturday,10,19.28,31713,48.3,64.9,41.0,7.7,0.0
2015-07-06,Monday,7,15.05,35251,77.1,84.9,70.0,6.2,0.0
2015-07-05,Sunday,7,19.97,25920,75.1,84.9,69.1,4.6,0.0
2015-10-19,Monday,10,16.25,36570,43.5,53.1,37.0,8.1,0.0
2015-05-11,Monday,5,16.48,32382,74.4,82.9,57.0,9.4,0.0
2015-03-16,Monday,3,11.89,16787,40.2,51.1,36.0,9.3,0.0
2015-11-09,Monday,11,15.84,42262,53.0,60.1,46.0,2.9,0.0
2015-04-29,Wednesday,4,14.74,31532,64.2,75.9,51.1,8.8,0.0
2015-09-05,Saturday,9,20.37,34005,72.9,84.0,66.9,8.7,0.0
2015-07-12,Sunday,7,20.15,31037,81.1,89.1,72.0,4.9,0.0
2015-01-02,Friday,1,12.19,11304,38.6,42.1,27.0,12.6,0.0
2015-07-02,Thursday,7,17.68,35559,75.7,84.9,70.0,6.4,0.0
2015-11-17,Tuesday,11,14.37,38939,49.1,68.0,41.0,10.7,0.0
2015-11-27,Friday,11,18.53,22824,55.6,64.9,41.0,5.0,0.0
2015-01-21,Wednesday,1,10.45,15234,30.5,39.9,25.0,7.0,0.0
2015-11-26,Thursday,11,23.75,13291,48.1,60.1,39.9,3.9,0.0
2015-07-17,Friday,7,16.06,39595,73.5,80.1,64.0,9.0,0.0
2015-08-17,Monday,8,14.14,37449,84.7,93.0,77.0,4.8,0.0
2015-08-24,Monday,8,14.51,38943,78.5,86.0,71.1,5.5,0.0
2015-11-30,Monday,11,12.73,30213,39.8,46.0,33.8,10.5,0.0
2015-01-07,Wednesday,1,9.82,9646,21.7,25.0,15.1,14.8,0.05
2015-04-20,Monday,4,11.98,11202,50.6,61.0,45.0,13.2,0.0
2015-01-12,Monday,1,10.39,8645,36.0,37.9,19.0,5.6,0.0
2015-12-24,Thursday,12,18.84,18447,64.0,72.0,50.0,9.2,1.46
2015-12-25,Friday,12,34.91,12333,60.3,72.0,54.0,2.3,0.01
2015-01-04,Sunday,1,11.33,7849,45.1,57.0,30.9,8.4,0.85
2015-06-05,Friday,6,13.49,31294,59.5,68.0,54.0,6.5,0.0
2015-06-03,Wednesday,6,13.8,34590,58.2,69.1,50.0,7.3,0.24
2015-07-10,Friday,7,15.95,38559,75.8,84.0,68.0,9.4,0.29
2015-05-27,Wednesday,5,13.71,33710,73.5,86.0,66.9,9.9,0.0
2015-04-17,Friday,4,15.09,24175,59.7,71.1,46.9,9.0,0.08
2015-01-18,Sunday,1,12.06,1795,32.7,41.0,17.1,4.6,0.0
2015-06-23,Tuesday,6,13.69,32294,84.4,91.9,72.0,10.3,0.0
2015-11-01,Sunday,11,20.2,30622,57.3,64.9,43.0,7.1,0.0
2015-10-25,Sunday,10,19.48,29289,59.3,68.0,41.0,9.1,0.01
2015-07-08,Wednesday,7,14.53,35047,82.0,89.1,75.0,7.7,0.0
2015-07-26,Sunday,7,18.38,30543,79.8,89.1,71.1,9.6,0.0
2015-07-04,Saturday,7,22.56,21706,71.8,81.0,66.9,6.9,0.0
2015-07-22,Wednesday,7,15.67,42557,77.1,91.9,71.1,11.8,0.0
2015-08-11,Tuesday,8,21.17,25066,75.1,82.4,71.1,10.9,0.67
2015-12-29,Tuesday,12,12.11,13347,40.2,46.9,33.8,12.7,0.37
2017-12-31,Sunday,12,13.17,6569,22.0,23.0,19.9,13.6,0.48
2017-12-30,Saturday,12,12.39,5956,20.0,23.0,18.0,7.8,0.0
2017-04-06,Thursday,4,16.07,18020,46.0,53.1,42.8,12.1,0.02
2017-09-17,Sunday,9,18.68,59967,72.8,81.0,69.1,5.1,0.0
2017-09-14,Thursday,9,14.62,72071,75.1,84.0,66.9,7.0,0.02
2017-07-14,Friday,7,16.52,31851,69.8,93.9,64.9,8.4,0.01
2017-04-25,Tuesday,4,11.59,20332,52.8,59.0,48.0,16.3,0.07
2017-04-01,Saturday,4,18.6,23849,42.2,48.0,39.0,17.2,1.78
2017-06-07,Wednesday,6,15.88,64453,58.6,70.0,52.0,8.0,0.03
2017-12-25,Monday,12,16.75,6479,36.3,41.0,32.0,15.8,0.23
2017-07-11,Tuesday,7,15.85,61671,80.5,89.1,72.0,8.5,0.0
2017-11-13,Monday,11,12.49,38753,45.4,50.0,34.0,6.2,0.0
2017-05-20,Saturday,5,18.15,47859,67.3,96.1,61.0,10.9,0.01
2017-12-22,Friday,12,14.51,34341,40.1,51.1,34.0,6.3,0.0
2017-08-01,Tuesday,8,17.67,66677,81.3,91.0,70.0,5.1,0.0
2017-05-31,Wednesday,5,15.22,59495,63.1,78.1,55.0,6.6,0.08
2017-12-14,Thursday,12,13.3,27495,28.3,33.1,21.9,11.2,0.05
2017-04-19,Wednesday,4,12.66,45787,50.0,64.9,46.0,11.0,0.0
2017-12-12,Tuesday,12,12.23,42620,44.5,51.8,39.0,9.6,0.0
2017-11-10,Friday,11,13.71,38432,44.4,55.9,30.9,15.2,0.0
2017-11-07,Tuesday,11,14.38,36362,48.0,66.0,42.1,10.3,0.0
2017-07-20,Thursday,7,15.19,59663,87.2,98.1,77.0,5.0,0.0
2017-08-29,Tuesday,8,14.88,35152,66.5,75.0,64.0,11.6,0.0
2017-10-14,Saturday,10,22.4,58777,65.7,73.0,53.1,6.6,0.03
2017-11-14,Tuesday,11,13.64,52279,43.0,50.0,39.0,8.3,0.05
2017-04-20,Thursday,4,19.71,44264,54.4,66.0,46.0,6.7,0.19
2017-07-01,Saturday,7,23.08,36737,79.0,89.1,73.9,9.4,0.0
2017-09-19,Tuesday,9,13.97,57910,72.3,78.1,68.0,13.7,0.0
2017-12-08,Friday,12,11.66,41330,39.1,46.0,36.0,8.7,0.0
2017-06-02,Friday,6,16.27,66907,70.6,82.0,60.1,8.8,0.0
2017-08-04,Friday,8,18.54,56394,78.1,87.1,70.0,10.0,0.1
2017-11-23,Thursday,11,17.55,13705,38.7,55.0,34.0,10.9,0.16
2017-07-22,Saturday,7,18.97,48011,85.3,93.9,77.0,7.5,0.0
2017-05-17,Wednesday,5,17.14,65794,79.2,93.9,59.0,6.8,0.0
2017-11-29,Wednesday,11,13.36,55295,54.4,64.0,37.0,10.4,0.0
2017-12-17,Sunday,12,11.64,22403,35.7,39.9,25.0,5.9,0.0
2017-06-26,Monday,6,20.13,62669,74.0,84.0,66.9,9.0,0.0
2017-06-03,Saturday,6,19.4,56264,66.1,79.0,59.0,9.2,0.0
2017-07-08,Saturday,7,20.28,55015,78.5,87.1,68.0,7.5,2.13
2017-10-03,Tuesday,10,15.44,69105,64.0,73.9,55.9,5.2,0.0
2017-09-24,Sunday,9,18.54,57458,79.5,91.0,70.0,3.5,0.0
2017-11-12,Sunday,11,14.87,32471,39.5,46.9,26.1,4.3,0.0
2017-04-14,Friday,4,19.18,52232,57.2,66.0,50.0,7.1,0.0
2017-09-30,Saturday,9,15.51,50153,62.1,70.0,55.9,9.4,0.0
2017-05-21,Sunday,5,21.25,54874,62.4,71.1,57.0,7.9,0.0
2017-11-19,Sunday,11,15.5,31598,53.5,60.1,36.0,15.7,0.33
2017-04-09,Sunday,4,23.3,43896,54.4,68.0,42.1,8.8,0.0
2017-11-09,Thursday,11,15.01,58417,47.6,55.9,39.9,6.5,0.0
2017-06-11,Sunday,6,20.41,51427,83.7,93.9,66.9,9.0,0.0
2013-11-25,Monday,11,11.02,19116,27.9,35.1,24.1,11.9,0.0
2013-12-20,Friday,12,14.08,22066,45.2,52.0,30.9,5.4,0.0
2013-07-31,Wednesday,7,15.39,37261,76.1,82.0,70.0,6.2,0.0
2013-11-20,Wednesday,11,11.41,26229,38.0,51.1,32.0,9.0,0.0
2013-09-12,Thursday,9,13.68,31252,80.6,88.0,71.1,8.4,0.0
2013-11-10,Sunday,11,13.91,19712,50.1,60.1,39.9,11.0,0.0
2013-12-21,Saturday,12,14.48,17940,53.6,60.1,37.9,6.6,0.0
2013-08-12,Monday,8,15.31,31457,74.8,82.0,66.9,5.5,0.09
2013-08-22,Thursday,8,14.41,26629,77.5,90.0,73.0,5.8,0.0
2013-12-29,Sunday,12,12.16,3775,45.2,55.0,36.0,7.1,0.0
2013-10-27,Sunday,10,14.66,23965,53.0,59.0,43.0,10.3,0.0
2013-11-30,Saturday,11,13.68,9863,31.3,39.0,25.0,7.2,0.0
2013-12-26,Thursday,12,11.94,9763,31.7,36.0,19.0,6.2,0.0
2013-10-25,Friday,10,12.51,30979,47.4,55.0,42.1,13.0,0.0
2013-07-02,Tuesday,7,15.97,22745,76.1,82.9,73.0,8.0,0.73
2013-09-22,Sunday,9,16.5,29758,66.3,75.9,61.0,12.9,0.98
2013-09-01,Sunday,9,18.37,25235,79.6,86.0,73.0,8.0,0.0
2013-08-21,Wednesday,8,15.09,36315,81.1,90.0,70.0,4.5,0.0
2013-11-08,Friday,11,12.61,28686,46.0,63.0,41.0,14.2,0.08
2013-07-06,Saturday,7,19.33,20467,87.0,95.0,77.0,9.3,0.0
2013-10-24,Thursday,10,12.12,32251,48.4,55.0,43.0,11.8,0.0
2013-08-03,Saturday,8,18.49,29540,76.4,86.0,70.0,8.1,0.0
2013-09-26,Thursday,9,13.79,38189,63.9,72.0,55.0,6.2,0.0
2013-10-11,Friday,10,13.34,33357,63.7,69.1,54.0,16.4,0.0
2013-10-12,Saturday,10,16.88,32457,65.7,72.0,60.1,15.5,0.0
2013-09-05,Thursday,9,14.6,35825,74.3,82.0,66.0,9.3,0.0
2013-07-30,Tuesday,7,15.83,37334,75.9,89.1,70.0,8.7,0.0
2013-11-04,Monday,11,12.37,27142,39.5,55.9,34.0,10.3,0.0
2013-12-03,Tuesday,12,12.17,27431,44.0,53.1,37.9,4.0,0.0
2014-01-11,Saturday,1,12.37,7695,43.7,55.0,27.0,9.2,0.22
2014-01-21,Tuesday,1,14.3,3804,25.7,46.0,14.0,12.5,0.0
2014-02-21,Friday,2,11.75,8680,37.1,46.9,33.8,8.2,0.02
2014-01-10,Friday,1,11.19,9847,30.2,34.0,23.0,4.8,0.0
2014-12-07,Sunday,12,11.94,10510,39.4,48.9,34.0,15.3,1.14
2014-02-05,Wednesday,2,15.42,2746,31.5,36.0,25.0,9.0,0.74
2014-05-09,Friday,5,12.29,22641,54.9,63.0,52.0,5.5,0.09
2014-11-12,Wednesday,11,12.88,27807,58.7,66.0,46.9,5.6,0.0
2014-11-26,Wednesday,11,12.76,3675,44.0,53.1,33.8,9.8,0.0
2014-02-14,Friday,2,28.91,3609,35.4,39.9,24.1,16.4,1.75
2014-10-22,Wednesday,10,11.84,9169,57.0,68.0,52.0,11.5,0.35
2014-09-25,Thursday,9,12.31,16650,62.6,70.0,57.9,13.0,0.02
2014-03-19,Wednesday,3,10.86,13341,35.8,45.0,27.0,9.4,0.0
2014-09-10,Wednesday,9,14.18,37653,68.5,75.0,62.6,9.3,0.0
2014-12-25,Thursday,12,18.96,4890,52.6,63.0,43.0,12.0,0.71
2014-07-24,Thursday,7,13.74,36693,76.8,89.1,73.0,7.9,0.12
2014-04-04,Friday,4,10.68,12566,44.7,51.1,39.2,9.8,0.09
2014-10-14,Tuesday,10,18.75,32614,67.6,75.9,53.1,8.5,0.03
2014-10-13,Monday,10,13.44,22752,58.8,66.0,48.9,4.4,0.0
2014-02-09,Sunday,2,17.12,4996,26.1,28.9,21.0,6.5,0.0
2014-01-04,Saturday,1,20.4,2292,15.8,27.0,9.0,6.8,0.25
2014-10-05,Sunday,10,15.74,23456,54.2,71.1,46.9,12.2,0.98
2014-10-27,Monday,10,14.05,28806,57.0,64.0,51.1,11.0,0.0
2014-04-17,Thursday,4,12.43,22282,41.1,46.9,32.0,11.4,0.05
2014-12-12,Friday,12,11.39,17892,34.5,37.9,30.9,12.7,0.03
2014-11-15,Saturday,11,12.99,14057,37.8,43.0,34.0,9.7,0.03
2014-07-31,Thursday,7,13.66,35458,75.1,82.9,64.9,8.6,0.0
2014-03-09,Sunday,3,12.71,12262,41.4,55.9,35.1,11.3,0.0
2014-11-08,Saturday,11,14.52,17443,42.4,52.0,37.9,11.0,0.0
2014-01-02,Thursday,1,12.98,8600,28.9,33.1,25.0,14.2,0.01
2014-06-19,Thursday,6,13.66,31724,74.8,88.0,68.0,5.4,0.0
2014-08-24,Sunday,8,17.63,27493,72.0,80.1,64.9,6.2,0.0
2014-10-16,Thursday,10,13.59,26754,69.8,78.1,64.9,11.0,0.72
2014-12-09,Tuesday,12,11.4,6713,38.7,45.0,25.0,18.1,0.45
2014-08-22,Friday,8,13.58,30406,71.2,81.0,64.0,7.6,1.2
2014-08-04,Monday,8,13.99,33822,75.4,84.0,66.0,5.4,0.01
2014-04-09,Wednesday,4,12.85,26931,51.4,64.9,43.0,13.2,0.01
2014-10-17,Friday,10,15.25,34132,65.8,72.0,61.0,8.7,0.08
2014-12-15,Monday,12,11.99,19382,41.6,48.9,37.0,5.9,0.0
2014-04-11,Friday,4,13.81,26798,59.2,73.9,42.1,8.8,0.0
2014-01-08,Wednesday,1,10.23,9246,12.9,21.9,3.9,11.4,0.0
2014-06-18,Wednesday,6,13.56,35531,83.2,88.0,70.0,11.2,0.0
2014-04-06,Sunday,4,16.59,20750,44.9,59.0,37.0,9.7,0.0
2014-02-16,Sunday,2,21.35,3003,27.2,37.0,21.9,14.0,0.05
2014-04-24,Thursday,4,13.02,28107,49.4,62.1,43.0,17.9,0.0
2014-11-29,Saturday,11,11.97,8183,31.4,37.0,28.9,5.9,0.0
2014-04-10,Thursday,4,12.73,27463,49.8,59.0,42.1,10.4,0.0
2014-06-07,Saturday,6,17.87,31204,71.5,82.0,61.0,6.4,0.0
2014-05-20,Tuesday,5,14.05,35567,65.5,77.0,53.1,8.9,0.0
2014-12-24,Wednesday,12,11.68,4285,44.5,54.0,42.8,7.8,0.08
2014-01-14,Tuesday,1,11.12,9999,45.8,50.0,35.1,6.6,0.02
2014-02-10,Monday,2,14.4,6846,25.9,28.9,21.0,12.4,0.1
2014-03-07,Friday,3,11.05,13304,29.2,36.0,16.0,10.2,0.0
2014-03-13,Thursday,3,10.65,10979,28.8,54.0,19.0,20.9,0.35
2014-09-06,Saturday,9,15.77,25833,80.8,91.0,73.0,8.0,0.0
2014-11-13,Thursday,11,14.0,20652,45.7,66.0,39.9,5.3,0.0
2014-02-24,Monday,2,12.59,12922,40.0,54.0,33.1,13.2,0.0
2014-07-12,Saturday,7,16.7,28718,77.0,86.0,70.0,7.0,0.0
2014-09-29,Monday,9,15.07,33161,72.7,84.0,64.9,4.1,0.0
2014-03-06,Thursday,3,10.19,12773,24.2,37.0,16.0,10.2,0.0
2014-01-31,Friday,1,11.71,14653,30.5,39.0,18.0,7.3,0.0
2014-11-11,Tuesday,11,12.82,29358,54.9,64.0,42.1,5.0,0.0
2014-09-15,Monday,9,14.66,35045,63.6,73.0,55.0,6.5,0.0
2014-03-21,Friday,3,12.22,20718,43.7,53.1,39.0,14.1,0.0
2014-05-30,Friday,5,14.14,34343,63.2,75.9,51.1,4.1,0.0
2014-03-05,Wednesday,3,10.52,13801,30.6,37.0,12.9,5.1,0.0
2014-09-03,Wednesday,9,13.65,35535,80.2,93.0,73.0,9.6,0.0
2014-07-05,Saturday,7,18.27,22913,71.8,82.9,64.9,13.7,0.16
2014-09-12,Friday,9,15.75,37204,70.6,84.0,63.0,9.6,0.0
2014-05-04,Sunday,5,15.44,21277,58.7,69.1,54.0,12.2,0.03
2014-05-07,Wednesday,5,13.29,32882,59.0,68.0,51.1,7.0,0.0
2014-04-21,Monday,4,13.9,27124,49.9,63.0,41.0,5.4,0.0
2014-09-17,Wednesday,9,13.74,37453,65.9,73.0,57.9,4.3,0.41
2014-01-27,Monday,1,10.54,13119,33.7,44.1,18.0,9.4,0.0
2014-07-27,Sunday,7,16.2,27004,77.5,88.0,71.1,8.5,0.0
2014-03-27,Thursday,3,11.41,16666,30.1,42.1,23.0,12.7,0.0
2014-11-10,Monday,11,12.95,27655,51.8,61.0,42.1,3.4,0.0
2014-09-19,Friday,9,13.76,34713,62.1,75.0,55.0,10.3,0.0
2014-05-25,Sunday,5,20.05,25637,65.5,81.0,55.9,5.4,0.02
2014-08-12,Tuesday,8,12.03,26261,75.5,87.1,72.0,11.1,0.0
2014-02-15,Saturday,2,18.35,2261,34.5,39.0,30.2,9.7,0.25
2014-08-03,Sunday,8,16.51,25276,69.6,75.9,64.9,4.8,0.12
2014-12-05,Friday,12,12.19,15818,38.4,46.0,34.0,9.3,0.0
2014-03-01,Saturday,3,11.87,9202,26.6,37.9,10.0,5.6,0.0
2014-11-21,Friday,11,10.81,17806,33.1,46.0,28.0,15.8,0.0
2014-07-21,Monday,7,13.68,35670,74.0,84.0,66.9,4.4,0.0
2014-02-11,Tuesday,2,16.45,8343,22.6,28.9,18.0,11.3,0.0
2014-05-02,Friday,5,14.01,32377,62.8,77.0,48.9,7.6,0.01
2014-08-21,Thursday,8,13.84,33804,75.0,84.0,69.1,6.3,0.07
2014-09-22,Monday,9,13.49,33239,68.8,77.0,61.0,11.1,0.0
2014-03-04,Tuesday,3,10.33,10398,20.3,32.0,12.9,6.4,0.0
2014-01-30,Thursday,1,11.19,12158,21.6,28.9,14.0,7.5,0.0
2014-11-25,Tuesday,11,14.14,25580,60.1,66.9,48.9,9.7,0.0
2017-04-04,Tuesday,4,16.88,29991,50.1,63.0,45.0,11.3,1.6
2017-05-01,Monday,5,15.69,56218,55.9,73.0,50.0,9.3,0.0
2017-11-06,Monday,11,14.3,57606,62.6,66.0,52.0,7.8,0.08
2017-12-10,Sunday,12,13.85,19815,35.0,39.9,30.9,10.9,0.34
2017-11-05,Sunday,11,14.42,34943,54.8,61.0,48.0,7.8,0.02
2017-09-27,Wednesday,9,14.35,69897,75.0,84.0,68.0,7.2,0.0
2017-12-16,Saturday,12,12.26,19060,30.9,39.9,23.0,12.9,0.13
2017-11-24,Friday,11,18.91,23724,43.0,51.1,34.0,5.7,0.0
2017-09-21,Thursday,9,15.09,67742,75.8,79.0,71.1,10.2,0.0
2017-10-19,Thursday,10,15.96,72311,64.7,73.9,52.0,7.9,0.0
2017-10-22,Sunday,10,20.69,62150,66.7,75.9,57.9,4.5,0.0
2017-07-02,Sunday,7,26.9,43036,79.8,91.0,73.0,7.4,0.07
2017-06-17,Saturday,6,18.48,34900,67.0,73.9,63.0,7.0,0.0
2017-12-27,Wednesday,12,13.72,16365,22.8,28.9,19.0,10.5,0.0
2017-11-30,Thursday,11,11.95,51700,44.2,64.0,39.9,7.3,0.0
2017-10-17,Tuesday,10,14.58,64480,51.8,71.1,45.0,8.7,0.0
2017-05-11,Thursday,5,13.89,57208,57.1,64.9,52.0,6.4,0.0
2017-12-19,Tuesday,12,11.83,49503,50.2,55.9,34.0,10.9,0.0
2017-05-30,Tuesday,5,14.6,50194,58.3,64.0,55.0,7.6,0.03
2017-12-06,Wednesday,12,12.2,46335,50.1,60.1,41.0,11.9,0.69
2017-10-24,Tuesday,10,13.25,48077,70.8,75.9,61.0,17.4,0.04
2017-09-20,Wednesday,9,15.33,71150,73.9,78.1,69.1,13.3,0.19
2017-07-26,Wednesday,7,16.08,70323,70.5,78.1,62.1,7.5,0.0
2017-08-21,Monday,8,18.41,61059,80.8,88.0,71.1,6.7,0.0
2017-05-26,Friday,5,17.63,53768,63.5,75.9,55.9,11.1,0.89
2017-07-25,Tuesday,7,14.88,65336,65.8,73.0,62.1,9.1,0.45
2017-05-13,Saturday,5,19.47,5704,53.2,55.9,48.0,11.1,0.13
2017-05-14,Sunday,5,17.57,38729,55.4,70.0,46.9,13.4,1.61
2017-08-07,Monday,8,12.29,23395,70.2,78.1,66.0,5.8,0.0
2017-11-22,Wednesday,11,15.14,32298,51.7,59.0,43.0,8.7,0.0
2017-10-11,Wednesday,10,15.35,63589,70.8,81.0,68.0,7.0,0.0
2017-06-27,Tuesday,6,16.47,64767,71.2,81.0,62.1,7.7,0.16
2017-04-30,Sunday,4,17.93,42928,64.7,88.0,55.9,10.1,0.0
2017-05-18,Thursday,5,15.25,63753,88.1,97.0,66.0,10.1,0.0
2017-04-29,Saturday,4,22.42,57701,76.9,88.0,55.0,8.8,0.06
2017-11-03,Friday,11,17.54,71818,66.1,75.0,57.9,7.6,0.0
2017-08-14,Monday,8,23.3,61482,76.6,84.9,71.1,5.8,0.0
2017-07-13,Thursday,7,17.33,56475,86.0,93.9,78.1,9.1,0.0
2017-11-26,Sunday,11,13.7,27181,49.3,57.9,42.1,13.0,0.0
2017-06-12,Monday,6,15.69,57871,86.7,96.1,75.0,8.5,0.0
2017-04-16,Sunday,4,30.83,48140,70.8,88.0,52.0,9.5,0.0
2017-09-10,Sunday,9,18.79,60711,65.0,73.0,59.0,9.7,0.0
2017-11-17,Friday,11,14.67,48991,45.5,59.0,41.0,16.8,0.08
2017-11-04,Saturday,11,21.42,53435,53.1,75.0,48.0,10.3,0.0
